code_article,libelle,region,site,agence,famille,sous_famille,sous_famille_base,quantite,CA
ART20919,Bloc Confort,Sud,Site Sud 1,Site Sud 1-Ag2,Outillage,,Électroportatif,455000.0,6243.08
ART74944,Battant Pro,Est,Site Est 1,Site Est 1-Ag2,Couverture,Tuiles,Tuiles,616.0,6167.42
ART46349,Ligne Basic,Nord,Site Nord 2,Site Nord 2-Ag2,,Manuel,Manuel,377.0,
ART98332,Gamme Plus,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Outillage,Mesure,Mesure,644.0,12967.83
ART95373,Battant Pro,Sud,Site Sud 1,Site Sud 1-Ag2,Isolation,Panneaux,Panneaux,696.0,3025.21
ART18390,Gamme Plus,Sud,Site Sud 2,Site Sud 2-Ag4,Menuiserie,Volets,Volets,216.0,7846.9
ART43296,Gamme Plus,Nord,Site Nord 3,Site Nord 3-Ag2,Couverture,,Zinguerie,97000.0,262.12
ART96565,Cheneau Eco,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Outillage,Manuel,Manuel,401.0,28787.63
ART10699,Gamme Plus,Ouest,Site Ouest 3,Site Ouest 3-Ag1,,Enduits,Enduits,,5539.73
ART43085,Ligne Basic,Est,Site Est 3,Site Est 3-Ag4,Outillage,Électroportatif,Électroportatif,,3911.19
ART58932,Set Expert,Est,Site Est 3,Site Est 3-Ag4,Isolation,Laine,Laine,44.0,1161.98
ART58869,Gamme Plus,Nord,Site Nord 3,Site Nord 3-Ag2,Isolation,Vrac,Vrac,436.0,5965.59
ART67134,Gamme Plus,Sud,Site Sud 3,Site Sud 3-Ag2,Couverture,Zinguerie,Zinguerie,487.0,
ART30864,Kit Standard,Ouest,Site Ouest 1,Site Ouest 1-Ag1,Isolation,Panneaux,Panneaux,548.0,2257.63
ART19598,Battant Pro,,Site Nord 2,Site Nord 2-Ag3,Menuiserie,Volets,Volets,533.0,51871.07
ART73446,Bloc Confort,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,Outillage,Électroportatif,Électroportatif,32000.0,498.46
ART51444,Bloc Confort,Sud,Site Sud 3,Site Sud 3-Ag2,Outillage,,Mesure,,43575.05
ART20745,Battant Pro,,Site Nord 1,Site Nord 1-Ag4,Couverture,Tuiles,Tuiles,697.0,13183.07
ART59603,Gamme Plus,Nord,Site Nord 2,Site Nord 2-Ag2,,Volets,Volets,356.0,15018.89
ART41278,Ligne Basic,Nord,Site Nord 2,Site Nord 2-Ag1,,,Enduits,281.0,1435.31
ART95423,Cheneau Eco,,Site Île-de-France 3,Site Île-de-France 3-Ag2,Menuiserie,Fenêtres,Fenêtres,,42789.29
ART49848,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag2,Couverture,,Étanchéité,597.0,
ART90706,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag2,Isolation,Laine,Laine,42000.0,321.56
ART28456,Cadre Alu,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,,Vrac,Vrac,93.0,3205.71
ART55390,Cadre Alu,Ouest,Site Ouest 3,Site Ouest 3-Ag1,Isolation,Vrac,Vrac,,5573.7
ART20888,Cheneau Eco,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Couverture,Tuiles,Tuiles,427.0,2246.0
ART79385,Cheneau Eco,Nord,Site Nord 3,Site Nord 3-Ag3,Plâtre,,Enduits,,
ART13501,Gamme Plus,Nord,Site Nord 3,Site Nord 3-Ag4,Isolation,,Laine,184.0,3472.99
ART59735,Cheneau Eco,Sud,Site Sud 3,Site Sud 3-Ag1,Outillage,Mesure,Mesure,264.0,-16176.39
ART94491,Bloc Confort,Sud,Site Sud 2,Site Sud 2-Ag4,Isolation,Vrac,Vrac,508.0,1855.96
ART78392,Gamme Plus,,Site Île-de-France 1,Site Île-de-France 1-Ag2,,Zinguerie,Zinguerie,470.0,7558.57
ART81807,Battant Pro,Est,Site Est 2,Site Est 2-Ag2,Couverture,Tuiles,Tuiles,199.0,1269.81
ART18555,Kit Standard,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Isolation,Vrac,Vrac,494.0,3247.58
ART65322,Kit Standard,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Plâtre,Plaques,Plaques,84000.0,669.55
ART22971,Kit Standard,Nord,Site Nord 2,Site Nord 2-Ag1,Couverture,Zinguerie,Zinguerie,573.0,6757.56
ART63514,Cheneau Eco,Est,Site Est 1,Site Est 1-Ag3,,,Mesure,,
ART30370,Battant Pro,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,Plâtre,Plaques,Plaques,,3298.93
ART42799,Battant Pro,Est,Site Est 1,Site Est 1-Ag2,Isolation,Vrac,Vrac,,8285.09
ART68138,Cheneau Eco,,Site Est 2,Site Est 2-Ag3,Isolation,,Vrac,,8182.27
ART45908,Gamme Plus,Est,Site Est 1,Site Est 1-Ag2,Couverture,Zinguerie,Zinguerie,452.0,7156.64
ART17176,Cheneau Eco,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Plâtre,,Plaques,53000.0,1037.18
ART22551,Kit Standard,Sud,Site Sud 3,Site Sud 3-Ag3,Menuiserie,Portes,Portes,272.0,15498.22
ART18183,Set Expert,,Site Nord 1,Site Nord 1-Ag4,Menuiserie,Portes,Portes,,1336.82
ART13074,Set Expert,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Plâtre,Plaques,Plaques,217.0,1177.55
ART60583,Set Expert,,Site Nord 2,Site Nord 2-Ag1,Outillage,Électroportatif,Électroportatif,,32380.33
ART76450,Kit Standard,,Site Sud 3,Site Sud 3-Ag1,Plâtre,Profilés,Profilés,627.0,18506.84
ART22273,Battant Pro,Est,Site Est 3,Site Est 3-Ag3,Isolation,,Panneaux,115.0,1849.27
ART81610,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Isolation,Panneaux,Panneaux,677.0,7011.85
ART24436,Bloc Confort,,Site Île-de-France 3,Site Île-de-France 3-Ag1,Plâtre,Enduits,Enduits,148.0,
ART68881,Gamme Plus,Sud,Site Sud 1,Site Sud 1-Ag2,,Plaques,Plaques,,10228.48
ART87158,Bloc Confort,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Isolation,,Vrac,369.0,10599.88
ART74792,Gamme Plus,Nord,Site Nord 2,Site Nord 2-Ag3,Menuiserie,Volets,Volets,581.0,18571.8
ART37866,Gamme Plus,Est,Site Est 1,Site Est 1-Ag4,,Laine,Laine,196.0,3155.82
ART20332,Cheneau Eco,Sud,Site Sud 2,Site Sud 2-Ag3,,Électroportatif,Électroportatif,287.0,
ART78894,Battant Pro,,Site Sud 1,Site Sud 1-Ag4,Couverture,,Étanchéité,225000.0,1042.82
ART69557,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Isolation,Vrac,Vrac,,3449.07
ART68287,Ligne Basic,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Isolation,Laine,Laine,662.0,11135.62
ART56458,Ligne Basic,,Site Nord 1,Site Nord 1-Ag3,Isolation,Panneaux,Panneaux,117000.0,
ART22106,Bloc Confort,Nord,Site Nord 1,Site Nord 1-Ag3,Menuiserie,Fenêtres,Fenêtres,16.0,939.19
ART72158,Bloc Confort,Ouest,Site Ouest 3,Site Ouest 3-Ag3,Isolation,Vrac,Vrac,223.0,3956.71
ART73185,Bloc Confort,Est,Site Est 3,Site Est 3-Ag2,Plâtre,Profilés,Profilés,142.0,336.11
ART58591,Ligne Basic,Est,Site Est 2,Site Est 2-Ag1,Couverture,Étanchéité,Étanchéité,45.0,646.23
ART90338,Battant Pro,,Site Est 3,Site Est 3-Ag2,Plâtre,Enduits,Enduits,4.0,23.66
ART86247,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Isolation,,Vrac,425.0,
ART28862,Battant Pro,,Site Est 1,Site Est 1-Ag1,Isolation,Panneaux,Panneaux,164.0,3281.81
ART62973,Battant Pro,Sud,Site Sud 2,Site Sud 2-Ag4,Couverture,,Étanchéité,631.0,11898.22
ART30960,Battant Pro,,Site Est 2,Site Est 2-Ag3,Outillage,Électroportatif,Électroportatif,182.0,9580.79
ART52189,Set Expert,OUEST,Site Ouest 3,Site Ouest 3-Ag2,Couverture,Étanchéité,Étanchéité,142.0,1018.17
ART75646,Bloc Confort,Nord,Site Nord 2,Site Nord 2-Ag4,Menuiserie,,Portes,567.0,29805.89
ART31693,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag3,Outillage,Mesure,Mesure,,26411.09
ART55567,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Couverture,Tuiles,Tuiles,331000.0,7184.5
ART45768,Gamme Plus,,Site Île-de-France 2,Site Île-de-France 2-Ag3,Plâtre,Enduits,Enduits,,5539.3
ART69327,Battant Pro,,Site Ouest 2,Site Ouest 2-Ag1,Menuiserie,,Volets,483.0,19065.54
ART46044,Cheneau Eco,,Site Sud 3,Site Sud 3-Ag2,Plâtre,Plaques,Plaques,625.0,11784.04
ART90126,Gamme Plus,Ouest,Site Ouest 1,Site Ouest 1-Ag4,Isolation,Vrac,Vrac,535.0,-14762.83
ART99453,Battant Pro,Sud,Site Sud 1,Site Sud 1-Ag3,Menuiserie,Fenêtres,Fenêtres,19.0,689.64
ART54017,Gamme Plus,Nord,Site Nord 3,Site Nord 3-Ag1,,Étanchéité,Étanchéité,345.0,2117.71
ART42266,Bloc Confort,Est,Site Est 3,Site Est 3-Ag4,Plâtre,Plaques,Plaques,161.0,
ART23122,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag3,Couverture,,Étanchéité,,6496.24
ART44044,Kit Standard,,Site Nord 1,Site Nord 1-Ag4,Outillage,Mesure,Mesure,178.0,3152.27
ART11588,Gamme Plus,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag3,,Plaques,Plaques,369.0,3699.82
ART38110,Kit Standard,,Site Nord 3,Site Nord 3-Ag2,Menuiserie,Portes,Portes,631.0,14211.18
ART73165,Ligne Basic,Est,Site Est 3,Site Est 3-Ag4,Couverture,Zinguerie,Zinguerie,129.0,868.79
ART33622,Set Expert,Sud,Site Sud 2,Site Sud 2-Ag2,Menuiserie,,Volets,442.0,13830.0
ART90087,Cadre Alu,Sud,Site Sud 1,Site Sud 1-Ag1,Menuiserie,,Volets,,
ART97168,Set Expert,,Site Est 3,Site Est 3-Ag4,Couverture,Étanchéité,Étanchéité,313.0,2476.9
ART96609,Gamme Plus,Sud,Site Sud 3,Site Sud 3-Ag4,Plâtre,,Profilés,,5138.55
ART61712,Bloc Confort,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Menuiserie,Fenêtres,Fenêtres,551.0,
ART38166,Kit Standard,Est,Site Est 1,Site Est 1-Ag1,Outillage,Mesure,Mesure,,78.42
ART11364,Battant Pro,Ouest,Site Ouest 1,Site Ouest 1-Ag1,Couverture,Zinguerie,Zinguerie,145.0,1224.06
ART12679,Set Expert,,Site Sud 3,Site Sud 3-Ag3,Outillage,Électroportatif,Électroportatif,,
ART47681,Cheneau Eco,,Site Sud 3,Site Sud 3-Ag3,Outillage,,Électroportatif,39.0,1030.42
ART28517,Gamme Plus,Sud,Site Sud 3,Site Sud 3-Ag3,Menuiserie,Portes,Portes,695.0,
ART73068,Cheneau Eco,,Site Sud 1,Site Sud 1-Ag4,Menuiserie,Portes,Portes,183.0,14662.26
ART22108,Gamme Plus,Nord,Site Nord 2,Site Nord 2-Ag4,Menuiserie,Portes,Portes,536000.0,14701.59
ART49408,Ligne Basic,Sud,Site Sud 1,Site Sud 1-Ag1,Menuiserie,,Fenêtres,98.0,
ART85657,Cheneau Eco,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Outillage,,Mesure,595.0,15571.51
ART10871,Bloc Confort,Sud,Site Sud 2,Site Sud 2-Ag2,Outillage,Électroportatif,Électroportatif,370.0,9589.17
ART86933,Ligne Basic,Est,Site Est 1,Site Est 1-Ag3,Plâtre,,Plaques,549.0,3692.61
ART42031,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Menuiserie,,Fenêtres,685.0,30145.39
ART78927,Ligne Basic,Est,Site Est 1,Site Est 1-Ag4,Plâtre,Plaques,Plaques,580.0,-5007.4
ART57338,Cadre Alu,Nord,Site Nord 3,Site Nord 3-Ag3,,Zinguerie,Zinguerie,16.0,
ART86334,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag1,Plâtre,Enduits,Enduits,255.0,6093.15
ART99502,Cadre Alu,,Site Est 2,Site Est 2-Ag2,Couverture,Tuiles,Tuiles,471.0,6085.71
ART78755,Gamme Plus,Nord,Site Nord 3,Site Nord 3-Ag2,Couverture,Zinguerie,Zinguerie,104.0,946.95
ART96302,Kit Standard,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Menuiserie,Volets,Volets,204.0,12260.94
ART21247,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Menuiserie,Portes,Portes,246.0,15064.92
ART27793,Set Expert,Est,Site Est 3,Site Est 3-Ag4,,Étanchéité,Étanchéité,,268.4
ART31921,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag2,Isolation,Vrac,Vrac,327.0,
ART44191,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Menuiserie,Portes,Portes,284.0,16136.26
ART39845,Cadre Alu,Est,Site Est 1,Site Est 1-Ag4,Outillage,Mesure,Mesure,243.0,12485.16
ART61291,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Outillage,Mesure,Mesure,352.0,15319.75
ART18856,Cheneau Eco,Ouest,Site Ouest 2,Site Ouest 2-Ag4,,Étanchéité,Étanchéité,310.0,1066.75
ART93620,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag2,,Étanchéité,Étanchéité,,5832.35
ART11753,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag2,Couverture,Étanchéité,Étanchéité,,7618.93
ART97563,Cadre Alu,Ouest,Site Ouest 1,Site Ouest 1-Ag1,Menuiserie,Portes,Portes,76.0,4323.68
ART11951,Battant Pro,,Site Sud 1,Site Sud 1-Ag3,Couverture,,Tuiles,,802.32
ART97085,Cadre Alu,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Isolation,,Panneaux,98.0,3013.94
ART48198,Gamme Plus,Ouest,Site Ouest 1,Site Ouest 1-Ag2,Couverture,,Tuiles,,
ART68226,Battant Pro,Est,Site Est 2,Site Est 2-Ag1,Menuiserie,Fenêtres,Fenêtres,571.0,
ART57831,Gamme Plus,,Site Est 2,Site Est 2-Ag4,Isolation,Panneaux,Panneaux,190.0,3625.97
ART65590,Cheneau Eco,OUEST,Site Ouest 3,Site Ouest 3-Ag1,Isolation,Vrac,Vrac,421.0,6297.94
ART33616,Battant Pro,OUEST,Site Ouest 3,Site Ouest 3-Ag3,Outillage,Électroportatif,Électroportatif,49.0,2059.33
ART42597,Cadre Alu,,Site Nord 3,Site Nord 3-Ag3,,Étanchéité,Étanchéité,,
ART19722,Cadre Alu,Est,Site Est 3,Site Est 3-Ag1,Isolation,Vrac,Vrac,291.0,4348.07
ART11756,Set Expert,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Outillage,Manuel,Manuel,638.0,24222.94
ART68365,Ligne Basic,Est,Site Est 1,Site Est 1-Ag2,Outillage,Mesure,Mesure,228.0,10520.79
ART36184,Gamme Plus,Nord,Site Nord 1,Site Nord 1-Ag2,Couverture,Étanchéité,Étanchéité,,10334.98
ART84530,Set Expert,Nord,Site Nord 1,Site Nord 1-Ag3,Isolation,Laine,Laine,194.0,4573.7
ART20880,Battant Pro,Nord,Site Nord 2,Site Nord 2-Ag4,Menuiserie,Fenêtres,Fenêtres,666.0,39788.58
ART94551,Battant Pro,,Site Île-de-France 2,Site Île-de-France 2-Ag2,Plâtre,Profilés,Profilés,,265.63
ART18435,Gamme Plus,Nord,Site Nord 3,Site Nord 3-Ag1,Outillage,Manuel,Manuel,,28736.2
ART88435,Gamme Plus,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Plâtre,Enduits,Enduits,79.0,-1378.05
ART47298,Gamme Plus,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,Isolation,Vrac,Vrac,562.0,
ART54018,Bloc Confort,Sud,Site Sud 2,Site Sud 2-Ag1,Isolation,Vrac,Vrac,170.0,5998.21
ART20512,Gamme Plus,Ouest,Site Ouest 3,Site Ouest 3-Ag3,Outillage,Mesure,Mesure,485.0,7206.63
ART59193,Set Expert,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag4,Outillage,Manuel,Manuel,,5633.91
ART85811,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag1,,Laine,Laine,29.0,
ART40735,Gamme Plus,Est,Site Est 2,Site Est 2-Ag3,Menuiserie,Portes,Portes,552.0,
ART89595,Set Expert,Est,Site Est 1,Site Est 1-Ag3,Plâtre,Enduits,Enduits,656.0,4841.99
ART66045,Ligne Basic,,Site Est 3,Site Est 3-Ag3,Outillage,Mesure,Mesure,484.0,10957.32
ART37511,Cheneau Eco,Sud,Site Sud 2,Site Sud 2-Ag1,Plâtre,Enduits,Enduits,225.0,
ART12709,Bloc Confort,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Outillage,Manuel,Manuel,503.0,27819.77
ART86798,Gamme Plus,,Site Ouest 3,Site Ouest 3-Ag2,Plâtre,Enduits,Enduits,164.0,2553.97
ART68656,Ligne Basic,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Couverture,Zinguerie,Zinguerie,,9028.94
ART79215,Battant Pro,,Site Est 2,Site Est 2-Ag1,Outillage,Mesure,Mesure,255.0,10807.63
ART67851,Gamme Plus,Nord,Site Nord 1,Site Nord 1-Ag2,Menuiserie,,Portes,,22285.74
ART90259,Cadre Alu,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Plâtre,Plaques,Plaques,15.0,182.61
ART24382,Ligne Basic,Nord,Site Nord 2,Site Nord 2-Ag2,Plâtre,Profilés,Profilés,248.0,2279.06
ART23326,Cadre Alu,Nord,Site Nord 3,Site Nord 3-Ag1,Plâtre,Enduits,Enduits,281.0,3231.15
ART75813,Bloc Confort,EST,Site Est 1,Site Est 1-Ag4,Plâtre,Profilés,Profilés,,3703.44
ART80254,Set Expert,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Outillage,,Mesure,38.0,1650.38
ART54078,Set Expert,Sud,Site Sud 2,Site Sud 2-Ag1,Outillage,Électroportatif,Électroportatif,203.0,1705.78
ART32022,Cheneau Eco,Ouest,Site Ouest 3,Site Ouest 3-Ag1,Plâtre,,Plaques,685.0,-8513.7
ART94321,Ligne Basic,Nord,Site Nord 1,Site Nord 1-Ag3,,Mesure,Mesure,325.0,9952.21
ART75185,Set Expert,Nord,Site Nord 2,Site Nord 2-Ag2,Plâtre,Plaques,Plaques,622.0,12165.38
ART56219,Ligne Basic,,Site Sud 3,Site Sud 3-Ag2,Menuiserie,Portes,Portes,,25022.87
ART88193,Set Expert,Est,Site Est 3,Site Est 3-Ag1,,Panneaux,Panneaux,232.0,
ART14672,Bloc Confort,Est,Site Est 1,Site Est 1-Ag1,,Plaques,Plaques,207.0,2823.45
ART18150,Gamme Plus,Nord,Site Nord 1,Site Nord 1-Ag4,,Électroportatif,Électroportatif,250.0,6373.97
ART88416,Cheneau Eco,Nord,Site Nord 3,Site Nord 3-Ag2,,Manuel,Manuel,84.0,1479.09
ART28171,Cadre Alu,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Couverture,Tuiles,Tuiles,361.0,
ART45801,Ligne Basic,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Isolation,Panneaux,Panneaux,216.0,
ART17594,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Isolation,Vrac,Vrac,407.0,3245.11
ART69938,Set Expert,Sud,Site Sud 1,Site Sud 1-Ag1,Couverture,Tuiles,Tuiles,,2633.48
ART99126,Cadre Alu,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Menuiserie,Volets,Volets,277000.0,12007.43
ART14279,Bloc Confort,,Site Est 1,Site Est 1-Ag2,Isolation,Panneaux,Panneaux,590.0,9271.01
ART82099,Ligne Basic,,Site Nord 2,Site Nord 2-Ag3,Plâtre,Enduits,Enduits,,5015.89
ART13833,Battant Pro,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag3,,Portes,Portes,559.0,26807.05
ART22793,Bloc Confort,,Site Île-de-France 1,Site Île-de-France 1-Ag2,Isolation,Vrac,Vrac,49.0,
ART34598,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,,Profilés,Profilés,604.0,5875.81
ART62119,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Couverture,Zinguerie,Zinguerie,554.0,13066.25
ART52751,Set Expert,SUD,Site Sud 1,Site Sud 1-Ag4,Couverture,Tuiles,Tuiles,624.0,10674.61
ART87435,Kit Standard,Est,Site Est 2,Site Est 2-Ag2,Isolation,Laine,Laine,207000.0,
ART47581,Bloc Confort,Est,Site Est 1,Site Est 1-Ag3,Plâtre,,Enduits,420.0,8969.37
ART31779,Bloc Confort,Est,Site Est 2,Site Est 2-Ag4,,,Vrac,72.0,609.82
ART99450,Bloc Confort,Est,Site Est 3,Site Est 3-Ag1,,Laine,Laine,390.0,6039.71
ART14720,Bloc Confort,Est,Site Est 2,Site Est 2-Ag2,Couverture,Tuiles,Tuiles,,2542.52
ART41589,Ligne Basic,Nord,Site Nord 3,Site Nord 3-Ag4,Plâtre,Plaques,Plaques,139.0,4187.36
ART81322,Bloc Confort,,Site Île-de-France 1,Site Île-de-France 1-Ag4,Plâtre,Profilés,Profilés,281.0,6171.39
ART89080,Cadre Alu,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Isolation,Laine,Laine,640.0,3618.29
ART65992,Ligne Basic,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,,Zinguerie,Zinguerie,509.0,8010.11
ART56186,Bloc Confort,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Couverture,Zinguerie,Zinguerie,43.0,554.32
ART52003,Battant Pro,Nord,Site Nord 3,Site Nord 3-Ag3,Couverture,Tuiles,Tuiles,,3105.25
ART37211,Cheneau Eco,Nord,Site Nord 3,Site Nord 3-Ag3,,Laine,Laine,610.0,16674.02
ART34921,Ligne Basic,,Site Île-de-France 3,Site Île-de-France 3-Ag2,,,Portes,348.0,24235.45
ART38967,Kit Standard,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Plâtre,,Plaques,141.0,639.74
ART87242,Gamme Plus,Sud,Site Sud 2,Site Sud 2-Ag1,,Zinguerie,Zinguerie,,14576.56
ART97250,Set Expert,Sud,Site Sud 2,Site Sud 2-Ag3,Couverture,Étanchéité,Étanchéité,130.0,1884.8
ART39429,Cadre Alu,SUD,Site Sud 3,Site Sud 3-Ag4,Isolation,Panneaux,Panneaux,280.0,
ART31987,Gamme Plus,Nord,Site Nord 1,Site Nord 1-Ag1,,Manuel,Manuel,330.0,12812.27
ART90209,Cheneau Eco,,Site Île-de-France 1,Site Île-de-France 1-Ag4,,Tuiles,Tuiles,623.0,12025.51
ART96498,Cadre Alu,Ouest,Site Ouest 1,Site Ouest 1-Ag1,Menuiserie,Fenêtres,Fenêtres,,36184.37
ART65668,Bloc Confort,Ouest,Site Ouest 1,Site Ouest 1-Ag4,Outillage,Manuel,Manuel,,1002.46
ART72734,Battant Pro,Ouest,Site Ouest 1,Site Ouest 1-Ag1,,Fenêtres,Fenêtres,473.0,20997.06
ART27986,Ligne Basic,Nord,Site Nord 3,Site Nord 3-Ag2,,,Plaques,297.0,7970.67
ART24678,Bloc Confort,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Outillage,Manuel,Manuel,11000.0,524.63
ART99694,Bloc Confort,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,,,Plaques,584000.0,
ART49038,Set Expert,Sud,Site Sud 1,Site Sud 1-Ag3,,Mesure,Mesure,427.0,5338.42
ART12341,Gamme Plus,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,Outillage,Manuel,Manuel,513.0,26382.95
ART72170,Kit Standard,Est,Site Est 3,Site Est 3-Ag2,Plâtre,Profilés,Profilés,,822.6
ART87367,Battant Pro,Sud,Site Sud 1,Site Sud 1-Ag3,Menuiserie,Fenêtres,Fenêtres,676.0,
ART95181,Battant Pro,Nord,Site Nord 3,Site Nord 3-Ag2,Menuiserie,,Volets,123.0,
ART14102,Kit Standard,Est,Site Est 2,Site Est 2-Ag3,Outillage,Mesure,Mesure,136.0,6060.52
ART42197,Gamme Plus,,Site Est 1,Site Est 1-Ag3,Couverture,,Tuiles,106.0,920.8
ART50464,Cheneau Eco,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,Menuiserie,Portes,Portes,97.0,6391.85
ART79388,Ligne Basic,Nord,Site Nord 1,Site Nord 1-Ag2,Outillage,Électroportatif,Électroportatif,572000.0,25761.29
ART40002,Gamme Plus,,Site Île-de-France 1,Site Île-de-France 1-Ag1,Isolation,,Panneaux,600.0,9423.31
ART16556,Kit Standard,Ouest,Site Ouest 2,Site Ouest 2-Ag3,,Manuel,Manuel,508.0,13433.88
ART57434,Cheneau Eco,,Site Est 2,Site Est 2-Ag2,Outillage,Mesure,Mesure,134.0,3141.86
ART34887,Bloc Confort,NORD,Site Nord 2,Site Nord 2-Ag4,Outillage,Manuel,Manuel,,13406.31
ART96666,Cheneau Eco,Sud,Site Sud 2,Site Sud 2-Ag1,,Mesure,Mesure,473.0,18070.18
ART20180,Gamme Plus,Est,Site Est 1,Site Est 1-Ag4,Plâtre,Profilés,Profilés,185.0,1861.9
ART34224,Bloc Confort,Est,Site Est 2,Site Est 2-Ag4,Outillage,Électroportatif,Électroportatif,487.0,5348.16
ART80701,Battant Pro,Sud,Site Sud 3,Site Sud 3-Ag1,Outillage,Mesure,Mesure,149.0,5025.13
ART35610,Battant Pro,Est,Site Est 3,Site Est 3-Ag2,Plâtre,,Profilés,187.0,1874.68
ART35585,Cadre Alu,OUEST,Site Ouest 1,Site Ouest 1-Ag4,Isolation,Panneaux,Panneaux,17.0,139.42
ART91075,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Outillage,,Manuel,255.0,15633.68
ART37835,Bloc Confort,Sud,Site Sud 2,Site Sud 2-Ag2,Plâtre,Plaques,Plaques,430.0,6038.85
ART52980,Kit Standard,,Site Est 2,Site Est 2-Ag2,Plâtre,Enduits,Enduits,25.0,621.1
ART38141,Gamme Plus,Sud,Site Sud 1,Site Sud 1-Ag2,Isolation,,Vrac,347.0,1763.1
ART87592,Ligne Basic,Sud,Site Sud 2,Site Sud 2-Ag2,Isolation,Vrac,Vrac,18.0,70.64
ART52939,Set Expert,,Site Île-de-France 2,Site Île-de-France 2-Ag1,,Mesure,Mesure,412.0,12746.87
ART63664,Gamme Plus,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Outillage,,Mesure,649.0,13402.04
ART28534,Cadre Alu,Est,Site Est 3,Site Est 3-Ag4,Couverture,Étanchéité,Étanchéité,345.0,
ART63125,Ligne Basic,Est,Site Est 2,Site Est 2-Ag1,,Électroportatif,Électroportatif,119.0,3294.15
ART95997,Set Expert,Sud,Site Sud 2,Site Sud 2-Ag3,Plâtre,Profilés,Profilés,190.0,
ART29789,Ligne Basic,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Isolation,,Laine,504.0,12269.34
